"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","USE","Restrict_Description","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","GENBANK.","GENBANK1","GENBANK2","GENBANK3","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
118325,,"NRDA","Y28",232308,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,18,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061813AB-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118326,,"NRDA","680",232309,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,8,1,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS080113AS-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118327,,"NRDA","Y42",232310,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,25,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062513AV-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118328,,"NRDA","Y40",232311,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,25,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062513AU-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118329,,"NRDA","282",232312,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,10,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL051013AP-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118330,,"NRDA","663",232313,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,23,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072313AB-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118331,,"NRDA","672",232314,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,28,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072813AJ-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118332,,"NRDA","Y67",232315,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,27,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062713BC-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118333,,"NRDA","663",232316,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,23,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072313AB-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118334,,"NRDA","Y65",232317,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,27,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062713BB-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118335,,"NRDA","90",232318,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,7,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050713AD-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118336,,"NRDA","668",232319,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,26,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072613AI-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118337,,"NRDA","Y40",232320,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,25,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062513AU-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118338,,"NRDA","Y45",232321,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,19,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061913AF-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118339,,"NRDA","221",232322,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,6,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050613AB-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118340,,"NRDA","Y53",232323,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,23,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062313AN-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118341,,"NRDA","673",232324,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,30,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS073013AP-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118342,,"NRDA","128",232325,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,8,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050813AI-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118343,,"NRDA","674",232326,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,29,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072913AK-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118344,,"NRDA","280",232327,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,9,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050913AL-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118345,,"NRDA","Y47",232328,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,21,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062113AJ-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118346,,"NRDA","Y59",232329,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,24,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062413AQ-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118347,,"NRDA","Y32",232330,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,19,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061913AI-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118348,,"NRDA","682",232331,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,8,1,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS080113AT-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118349,,"NRDA","Y46",232332,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,27,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062713BA-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118350,,"NRDA","Y26",232333,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,17,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061713AC-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118351,,"NRDA","252",232334,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,6,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050613AA-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118352,,"NRDA","Y34",232335,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,21,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062113AM-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118353,,"NRDA","676",232336,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,29,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072913AL-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118354,,"NRDA","229",232337,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,8,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050813AK-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118355,,"NRDA","Y63",232338,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,26,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062613AZ-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118356,,"NRDA","Y53",232339,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,23,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062313AN-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118357,,"NRDA","660",232340,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,25,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072513AE-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
123048,,"HI-LONGLINE","LL3679/070113",232444,,,,,,,,"BYCATCH",530,"JAMIE MARCHETTI",456,"NMFS, PACIFIC ISLANDS REGIONAL OFFICE, OBSERVER PROGRAM",,,"Pacific Islands Regional Office Observer Program",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2010,9,19,"NORTH EASTERN PACIFIC OCEAN",,,,,,39.516666,1,"Minute",-174.3,1,"Minute",1,"North Pacific","U",,11/29/2010 0:00:00,,,,,"No use restrictions, but would like to be notified of use and purpose - sample use is monitored by the Collection’s Curator and Manager.",5/31/2012 16:27:44,"dan.prosperi",6/24/2022 14:53:06
123253,,,"RWB2010DEC12.01",232507,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2010,12,12,,,,,"HAWAII","UNITED STATES OF AMERICA",19.65,1,"Minute",-156.05,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",12/22/2010 0:00:00,,,,,"Same individual as Z55252, confirmed genetically",5/31/2012 16:27:47,"dan.prosperi",6/10/2022 15:33:43
123357,,,"MAC101012.01",232546,,"2010-HICEAS-MACII",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2010,10,12,"Papahanaumokuakea Marine National Monument",,,,"HAWAII","UNITED STATES OF AMERICA",25.7,1,"Minute",-169.383333,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",12/23/2010 0:00:00,,,,,,5/31/2012 16:27:49,"dan.prosperi",6/20/2022 10:57:01
123358,,,"MAC101012.02",232547,,"2010-HICEAS-MACII",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2010,10,12,"Papahanaumokuakea Marine National Monument",,,,"HAWAII","UNITED STATES OF AMERICA",25.7,1,"Minute",-169.383333,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",12/23/2010 0:00:00,,,,,,5/31/2012 16:27:49,"dan.prosperi",6/20/2022 10:57:01
